Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2024-12-14 20:59:11,Aldy Altohay,3,baik dan baguskurang bagus.banyak nya penipuan di aplikasi ini,baik dan baguskurang bagusbanyak nya penipuan di aplikasi ini,baik dan baguskurang bagusbanyak nya penipuan di aplikasi ini,baik dan baguskurang bagusbanyak ya penipuan di aplikasi ini,"['baik', 'dan', 'baguskurang', 'bagusbanyak', 'ya', 'penipuan', 'di', 'aplikasi', 'ini']","['baguskurang', 'bagusbanyak', 'ya', 'penipuan', 'aplikasi']",baguskurang bagusbanyak ya tipu aplikasi,Negative
2024-12-14 20:59:09,Vina Dimara,5,Saya sangat suka tiktok Dan FF,Saya sangat suka tiktok Dan FF,saya sangat suka tiktok dan ff,saya sangat suka tiktok dan ff,"['saya', 'sangat', 'suka', 'tiktok', 'dan', 'ff']","['suka', 'tiktok', 'ff']",suka tiktok ff,Positif
2024-12-14 20:59:05,Desy Desy,5,Seru banget,Seru banget,seru banget,seru banget,"['seru', 'banget']","['seru', 'banget']",seru banget,Positif
2024-12-14 20:58:07,MHD Zulpakar,5,"Semoga senang pake aplikasi ini,",Semoga senang pake aplikasi ini,semoga senang pake aplikasi ini,semoga senang pakai aplikasi ini,"['semoga', 'senang', 'pakai', 'aplikasi', 'ini']","['semoga', 'senang', 'pakai', 'aplikasi']",moga senang pakai aplikasi,Negative
2024-12-14 20:57:49,ANDHI P WIJAYA,5,Keren sih,Keren sih,keren sih,keren sih,"['keren', 'sih']","['keren', 'sih']",keren sih,Positif
2024-12-14 20:57:33,Jendra Sabri,1,Tik tok kenapa sh kadang klo di buka kadang bisa kadang ga,Tik tok kenapa sh kadang klo di buka kadang bisa kadang ga,tik tok kenapa sh kadang klo di buka kadang bisa kadang ga,tik tok kenapa sh kadang kalau di buka kadang bisa kadang tidak,"['tik', 'tok', 'kenapa', 'sh', 'kadang', 'kalau', 'di', 'buka', 'kadang', 'bisa', 'kadang', 'tidak']","['tik', 'tok', 'sh', 'kadang', 'buka', 'kadang', 'kadang']",tik tok sh kadang buka kadang kadang,Positif
2024-12-14 20:56:46,HASANUDIN.,5,Aplikasinya bagus tapi sering kembali sendiri kalau bisa di sempurna kan lagi🙏,Aplikasinya bagus tapi sering kembali sendiri kalau bisa di sempurna kan lagi,aplikasinya bagus tapi sering kembali sendiri kalau bisa di sempurna kan lagi,aplikasinya bagus tapi sering kembali sendiri kalau bisa di sempurna kan lagi,"['aplikasinya', 'bagus', 'tapi', 'sering', 'kembali', 'sendiri', 'kalau', 'bisa', 'di', 'sempurna', 'kan', 'lagi']","['aplikasinya', 'bagus', 'sempurna']",aplikasi bagus sempurna,Negative
2024-12-14 20:55:53,Mhmd Refal,1,Apk nya sering keluar sendiri jadi tolong perbaiki dang kadang banyak bug,Apk nya sering keluar sendiri jadi tolong perbaiki dang kadang banyak bug,apk nya sering keluar sendiri jadi tolong perbaiki dang kadang banyak bug,apk ya sering keluar sendiri jadi tolong perbaiki dang kadang banyak bug,"['apk', 'ya', 'sering', 'keluar', 'sendiri', 'jadi', 'tolong', 'perbaiki', 'dang', 'kadang', 'banyak', 'bug']","['apk', 'ya', 'tolong', 'perbaiki', 'dang', 'kadang', 'bug']",apk ya tolong baik dang kadang bug,Positif
2024-12-14 20:55:33,alif fajar,5,Well,Well,well,well,['well'],['well'],well,Negative
2024-12-14 20:54:56,Liana Wati,1,kasih bintang satu saja,kasih bintang satu saja,kasih bintang satu saja,kasih bintang satu saja,"['kasih', 'bintang', 'satu', 'saja']","['kasih', 'bintang']",kasih bintang,Positif
2024-12-14 20:54:54,Novab Pelajar,5,"Aplikasi sangat 👍, bisa menghasilkan uang dengan cepat, dlm satu hari bisa mendapatkan 550 ribu thank tiktok",Aplikasi sangat  bisa menghasilkan uang dengan cepat dlm satu hari bisa mendapatkan  ribu thank tiktok,aplikasi sangat  bisa menghasilkan uang dengan cepat dlm satu hari bisa mendapatkan  ribu thank tiktok,aplikasi sangat bisa menghasilkan uang dengan cepat dalam satu hari bisa mendapatkan ribu thank tiktok,"['aplikasi', 'sangat', 'bisa', 'menghasilkan', 'uang', 'dengan', 'cepat', 'dalam', 'satu', 'hari', 'bisa', 'mendapatkan', 'ribu', 'thank', 'tiktok']","['aplikasi', 'menghasilkan', 'uang', 'cepat', 'ribu', 'thank', 'tiktok']",aplikasi hasil uang cepat ribu thank tiktok,Positif
2024-12-14 20:53:53,Uyet Nuriana,5,Oke mantap,Oke mantap,oke mantap,oke mantap,"['oke', 'mantap']","['oke', 'mantap']",oke mantap,Positif
2024-12-14 20:52:19,Surya Saputra,1,"apaan bgt makin kesini ni aplikasi makin gajelas, makin banyak nge lag nya juga hp saya kalo buka tiktok dikit² lag dikit² lag bahkan sampe mati gajelas bgt",apaan bgt makin kesini ni aplikasi makin gajelas makin banyak nge lag nya juga hp saya kalo buka tiktok dikit lag dikit lag bahkan sampe mati gajelas bgt,apaan bgt makin kesini ni aplikasi makin gajelas makin banyak nge lag nya juga hp saya kalo buka tiktok dikit lag dikit lag bahkan sampe mati gajelas bgt,apaan banget makin kesini nih aplikasi makin makin banyak nge lag ya juga hp saya kalau buka tiktok dikit lag dikit lag bahkan sampai mati banget,"['apaan', 'banget', 'makin', 'kesini', 'nih', 'aplikasi', 'makin', 'makin', 'banyak', 'nge', 'lag', 'ya', 'juga', 'hp', 'saya', 'kalau', 'buka', 'tiktok', 'dikit', 'lag', 'dikit', 'lag', 'bahkan', 'sampai', 'mati', 'banget']","['banget', 'kesini', 'nih', 'aplikasi', 'nge', 'lag', 'ya', 'hp', 'buka', 'tiktok', 'dikit', 'lag', 'dikit', 'lag', 'mati', 'banget']",banget kesini nih aplikasi nge lag ya hp buka tiktok dikit lag dikit lag mati banget,Negative
2024-12-14 20:51:46,Chua Suardi,5,Susah dibuka,Susah dibuka,susah dibuka,susah dibuka,"['susah', 'dibuka']","['susah', 'dibuka']",susah buka,Negative
2024-12-14 20:51:04,Adelia Nurarsyfa,4,Aga lelet klo di buka.,Aga lelet klo di buka,aga lelet klo di buka,aga lelet kalau di buka,"['aga', 'lelet', 'kalau', 'di', 'buka']","['aga', 'lelet', 'buka']",aga lelet buka,Positif
2024-12-14 20:50:38,Diaz kusuma Janati,1,Tidak bisa dibuka dan hanya stop di logo nya tidak bisa masuk,Tidak bisa dibuka dan hanya stop di logo nya tidak bisa masuk,tidak bisa dibuka dan hanya stop di logo nya tidak bisa masuk,tidak bisa dibuka dan hanya stop di logo ya tidak bisa masuk,"['tidak', 'bisa', 'dibuka', 'dan', 'hanya', 'stop', 'di', 'logo', 'ya', 'tidak', 'bisa', 'masuk']","['dibuka', 'stop', 'logo', 'ya', 'masuk']",buka stop logo ya masuk,Negative
2024-12-14 20:49:21,Esra Panjaitan,2,Kenapa kl pake Xiao** buka tiktok sering hang. Hrs uninstall trus install lg. Bbrp hp yg sama kek gt. Bzz,Kenapa kl pake Xiao buka tiktok sering hang Hrs uninstall trus install lg Bbrp hp yg sama kek gt Bzz,kenapa kl pake xiao buka tiktok sering hang hrs uninstall trus install lg bbrp hp yg sama kek gt bzz,kenapa kalau pakai xiao buka tiktok sering hang harus uninstall terus install lagi beberapa hp yang sama kayak begitu bzz,"['kenapa', 'kalau', 'pakai', 'xiao', 'buka', 'tiktok', 'sering', 'hang', 'harus', 'uninstall', 'terus', 'install', 'lagi', 'beberapa', 'hp', 'yang', 'sama', 'kayak', 'begitu', 'bzz']","['pakai', 'xiao', 'buka', 'tiktok', 'hang', 'uninstall', 'install', 'hp', 'kayak', 'bzz']",pakai xiao buka tiktok hang uninstall install hp kayak bzz,Negative
2024-12-14 20:48:43,Kerta Candra,5,Lumayan 👍👍👍,Lumayan ,lumayan ,lumayan,['lumayan'],['lumayan'],lumayan,Positif
2024-12-14 20:48:35,hasan fikri,5,aplikasinya sllu bermasalah kadang ga bisa di buka. tp ak kasih bintang lima mga bisa lancar.,aplikasinya sllu bermasalah kadang ga bisa di buka tp ak kasih bintang lima mga bisa lancar,aplikasinya sllu bermasalah kadang ga bisa di buka tp ak kasih bintang lima mga bisa lancar,aplikasinya selalu bermasalah kadang tidak bisa di buka tapi aku kasih bintang lima mga bisa lancar,"['aplikasinya', 'selalu', 'bermasalah', 'kadang', 'tidak', 'bisa', 'di', 'buka', 'tapi', 'aku', 'kasih', 'bintang', 'lima', 'mga', 'bisa', 'lancar']","['aplikasinya', 'bermasalah', 'kadang', 'buka', 'kasih', 'bintang', 'mga', 'lancar']",aplikasi masalah kadang buka kasih bintang mga lancar,Negative
2024-12-14 20:48:08,Jamasir hasibuan,5,Kapan dapat hadiah,Kapan dapat hadiah,kapan dapat hadiah,kapan dapat hadiah,"['kapan', 'dapat', 'hadiah']",['hadiah'],hadiah,Negative
2024-12-14 20:47:52,Muhammad Sholeh,3,Sy sering hapus dan download ulang aplikasi ini Krn tdk bs dibuka.,Sy sering hapus dan download ulang aplikasi ini Krn tdk bs dibuka,sy sering hapus dan download ulang aplikasi ini krn tdk bs dibuka,saya sering hapus dan download ulang aplikasi ini karena tidak bisa dibuka,"['saya', 'sering', 'hapus', 'dan', 'download', 'ulang', 'aplikasi', 'ini', 'karena', 'tidak', 'bisa', 'dibuka']","['hapus', 'download', 'ulang', 'aplikasi', 'dibuka']",hapus download ulang aplikasi buka,Negative
2024-12-14 20:47:22,Winda Marta,1,kenapa reward tiktok ku tidak bertambah padahal sudah menonton video tapi tidak bertambah tolong solusinya,kenapa reward tiktok ku tidak bertambah padahal sudah menonton video tapi tidak bertambah tolong solusinya,kenapa reward tiktok ku tidak bertambah padahal sudah menonton video tapi tidak bertambah tolong solusinya,kenapa reward tiktok ku tidak bertambah padahal sudah menonton video tapi tidak bertambah tolong solusinya,"['kenapa', 'reward', 'tiktok', 'ku', 'tidak', 'bertambah', 'padahal', 'sudah', 'menonton', 'video', 'tapi', 'tidak', 'bertambah', 'tolong', 'solusinya']","['reward', 'tiktok', 'ku', 'bertambah', 'menonton', 'video', 'bertambah', 'tolong', 'solusinya']",reward tiktok ku tambah tonton video tambah tolong solusi,Positif
2024-12-14 20:44:57,afzal huzaifa razi,3,kurangin bug bug dong kak?? :(,kurangin bug bug dong kak ,kurangin bug bug dong kak ,kurangi bug bug dong kak,"['kurangi', 'bug', 'bug', 'dong', 'kak']","['kurangi', 'bug', 'bug', 'kak']",kurang bug bug kak,Negative
2024-12-14 20:44:30,User Aje,1,Tiktok ga bisa pos vidio nge..ot,Tiktok ga bisa pos vidio ngeot,tiktok ga bisa pos vidio ngeot,tiktok tidak bisa pos vidio ngeot,"['tiktok', 'tidak', 'bisa', 'pos', 'vidio', 'ngeot']","['tiktok', 'pos', 'vidio', 'ngeot']",tiktok pos vidio ngeot,Positif
2024-12-14 20:44:20,Devi,5,Aplikasi yg cocok untuk bangun tidur 😁,Aplikasi yg cocok untuk bangun tidur ,aplikasi yg cocok untuk bangun tidur ,aplikasi yang cocok untuk bangun tidur,"['aplikasi', 'yang', 'cocok', 'untuk', 'bangun', 'tidur']","['aplikasi', 'cocok', 'bangun', 'tidur']",aplikasi cocok bangun tidur,Negative
2024-12-14 20:43:53,Mella Agustin,2,KENAPA.GABISA DI SIMPEN LGI KENAPA HARUS DI POSTINGG DLUUU😭😭😭,KENAPAGABISA DI SIMPEN LGI KENAPA HARUS DI POSTINGG DLUUU,kenapagabisa di simpen lgi kenapa harus di postingg dluuu,kenapagabisa di simpan lagi kenapa harus di postingg dluuu,"['kenapagabisa', 'di', 'simpan', 'lagi', 'kenapa', 'harus', 'di', 'postingg', 'dluuu']","['kenapagabisa', 'simpan', 'postingg', 'dluuu']",kenapagabisa simpan postingg dluuu,Negative
2024-12-14 20:43:45,Salwa Zahrotul,1,sering gabisa dibuka harus di install ulang lawak gabisa buat aplikasi,sering gabisa dibuka harus di install ulang lawak gabisa buat aplikasi,sering gabisa dibuka harus di install ulang lawak gabisa buat aplikasi,sering dibuka harus di install ulang lawak buat aplikasi,"['sering', 'dibuka', 'harus', 'di', 'install', 'ulang', 'lawak', 'buat', 'aplikasi']","['dibuka', 'install', 'ulang', 'lawak', 'aplikasi']",buka install ulang lawak aplikasi,Negative
2024-12-14 20:43:23,ethoarb,5,Sangatt mrnghibur,Sangatt mrnghibur,sangatt mrnghibur,sangatt mrnghibur,"['sangatt', 'mrnghibur']","['sangatt', 'mrnghibur']",sangatt mrnghibur,Negative
2024-12-14 20:43:19,Nandar Cobek,5,Terimakasih,Terimakasih,terimakasih,terimakasih,['terimakasih'],['terimakasih'],terimakasih,Positif
2024-12-14 20:43:08,Syifa Kaysa,5,bagusss sekaliii,bagusss sekaliii,bagusss sekaliii,bagus sekaliii,"['bagus', 'sekaliii']","['bagus', 'sekaliii']",bagus sekaliii,Positif
2024-12-14 20:40:32,tiro adam,1,"kse bae kau punya fyp telaso, jd sedih cweku",kse bae kau punya fyp telaso jd sedih cweku,kse bae kau punya fyp telaso jd sedih cweku,kse bae kau punya fyp telaso jadi sedih cweku,"['kse', 'bae', 'kau', 'punya', 'fyp', 'telaso', 'jadi', 'sedih', 'cweku']","['kse', 'bae', 'kau', 'fyp', 'telaso', 'sedih', 'cweku']",kse bae kau fyp telaso sedih cweku,Negative
2024-12-14 20:40:05,Rasya Resia,3,aplikasi nya sudah lumayan bagus... tapi kenapa ya kalau saya terlalu lama buka apk yg lain apk tiktok ga bisa di buka jadi harus di download ulang,aplikasi nya sudah lumayan bagus tapi kenapa ya kalau saya terlalu lama buka apk yg lain apk tiktok ga bisa di buka jadi harus di download ulang,aplikasi nya sudah lumayan bagus tapi kenapa ya kalau saya terlalu lama buka apk yg lain apk tiktok ga bisa di buka jadi harus di download ulang,aplikasi ya sudah lumayan bagus tapi kenapa ya kalau saya terlalu lama buka apk yang lain apk tiktok tidak bisa di buka jadi harus di download ulang,"['aplikasi', 'ya', 'sudah', 'lumayan', 'bagus', 'tapi', 'kenapa', 'ya', 'kalau', 'saya', 'terlalu', 'lama', 'buka', 'apk', 'yang', 'lain', 'apk', 'tiktok', 'tidak', 'bisa', 'di', 'buka', 'jadi', 'harus', 'di', 'download', 'ulang']","['aplikasi', 'ya', 'lumayan', 'bagus', 'ya', 'buka', 'apk', 'apk', 'tiktok', 'buka', 'download', 'ulang']",aplikasi ya lumayan bagus ya buka apk apk tiktok buka download ulang,Positif
2024-12-14 20:39:56,rehan Sabar2,5,Seruh,Seruh,seruh,seruh,['seruh'],['seruh'],seruh,Negative
2024-12-14 20:39:25,Yapson P,3,Hiburan saja.,Hiburan saja,hiburan saja,hiburan saja,"['hiburan', 'saja']",['hiburan'],hibur,Positif
2024-12-14 20:38:01,M Arifin,1,Buruk,Buruk,buruk,buruk,['buruk'],['buruk'],buruk,Negative
2024-12-14 20:37:25,Indar,3,Aku sangat senang dgn aplikasi ini ☺️😊,Aku sangat senang dgn aplikasi ini ,aku sangat senang dgn aplikasi ini ,aku sangat senang dengan aplikasi ini,"['aku', 'sangat', 'senang', 'dengan', 'aplikasi', 'ini']","['senang', 'aplikasi']",senang aplikasi,Negative
2024-12-14 20:37:07,Anjani Putri,5,Tik tok-nya seru dan keren sekali😊😊😊😊👌💯💯💯💯📸♥️,Tik toknya seru dan keren sekali,tik toknya seru dan keren sekali,tik toknya seru dan keren sekali,"['tik', 'toknya', 'seru', 'dan', 'keren', 'sekali']","['tik', 'toknya', 'seru', 'keren']",tik tok seru keren,Negative
2024-12-14 20:36:22,Kasdpmptsp,5,Seruuu,Seruuu,seruuu,seru,['seru'],['seru'],seru,Positif
2024-12-14 20:36:02,Clerboy Nias Harefa,5,Bagusss,Bagusss,bagusss,bagus,['bagus'],['bagus'],bagus,Negative
2024-12-14 20:35:48,Arni Rafka,2,Sangat buruk kadang gak bisa kebuka aplikasi tiktoknya dan harus di download ulang,Sangat buruk kadang gak bisa kebuka aplikasi tiktoknya dan harus di download ulang,sangat buruk kadang gak bisa kebuka aplikasi tiktoknya dan harus di download ulang,sangat buruk kadang tidak bisa kebuka aplikasi tiktoknya dan harus di download ulang,"['sangat', 'buruk', 'kadang', 'tidak', 'bisa', 'kebuka', 'aplikasi', 'tiktoknya', 'dan', 'harus', 'di', 'download', 'ulang']","['buruk', 'kadang', 'kebuka', 'aplikasi', 'tiktoknya', 'download', 'ulang']",buruk kadang buka aplikasi tiktoknya download ulang,Negative
2024-12-14 20:35:14,Alwa Nur aulia,4,"tiktok itu sangat membantu saya,akan tetapi,jika saya membuka tiktok,tiktok nya suka susah untuk di buka,harus di tekan beberapa kali baru bisa kebuka,syaa mohon di oerbaiki permasalahan ini trimksi",tiktok itu sangat membantu sayaakan tetapijika saya membuka tiktoktiktok nya suka susah untuk di bukaharus di tekan beberapa kali baru bisa kebukasyaa mohon di oerbaiki permasalahan ini trimksi,tiktok itu sangat membantu sayaakan tetapijika saya membuka tiktoktiktok nya suka susah untuk di bukaharus di tekan beberapa kali baru bisa kebukasyaa mohon di oerbaiki permasalahan ini trimksi,tiktok itu sangat membantu sayaakan tetapijika saya membuka tiktoktiktok ya suka susah untuk di bukaharus di tekan beberapa kali baru bisa kebukasyaa mohon di oerbaiki permasalahan ini trimksi,"['tiktok', 'itu', 'sangat', 'membantu', 'sayaakan', 'tetapijika', 'saya', 'membuka', 'tiktoktiktok', 'ya', 'suka', 'susah', 'untuk', 'di', 'bukaharus', 'di', 'tekan', 'beberapa', 'kali', 'baru', 'bisa', 'kebukasyaa', 'mohon', 'di', 'oerbaiki', 'permasalahan', 'ini', 'trimksi']","['tiktok', 'membantu', 'sayaakan', 'tetapijika', 'membuka', 'tiktoktiktok', 'ya', 'suka', 'susah', 'bukaharus', 'tekan', 'kali', 'kebukasyaa', 'mohon', 'oerbaiki', 'permasalahan', 'trimksi']",tiktok bantu sayaakan tetapijika buka tiktoktiktok ya suka susah bukaharus tekan kali kebukasyaa mohon oerbaiki masalah trimksi,Negative
2024-12-14 20:35:03,Hanif Kusuma,1,Ini apa ya plis jawa,Ini apa ya plis jawa,ini apa ya plis jawa,ini apa ya plis jawa,"['ini', 'apa', 'ya', 'plis', 'jawa']","['ya', 'plis', 'jawa']",ya plis jawa,Positif
2024-12-14 20:34:53,Aqilla Khanza Widy Nafiah Wahyono,1,sekarang sering ngelag,sekarang sering ngelag,sekarang sering ngelag,sekarang sering ngelag,"['sekarang', 'sering', 'ngelag']",['ngelag'],ngelag,Positif
2024-12-14 20:34:28,Dika Saputra,2,Kelak saya tik bisa di buka,Kelak saya tik bisa di buka,kelak saya tik bisa di buka,kelak saya tik bisa di buka,"['kelak', 'saya', 'tik', 'bisa', 'di', 'buka']","['kelak', 'tik', 'buka']",kelak tik buka,Negative
2024-12-14 20:34:16,Riska,3,Ko g bisa live padahal habis diupgrade,Ko g bisa live padahal habis diupgrade,ko g bisa live padahal habis diupgrade,kok tidak bisa live padahal habis diupgrade,"['kok', 'tidak', 'bisa', 'live', 'padahal', 'habis', 'diupgrade']","['live', 'habis', 'diupgrade']",live habis diupgrade,Positif
2024-12-14 20:34:04,Mar sddharta04,2,Kok skarang ada tanda tidak suka nya? Jelek bnget anjirr,Kok skarang ada tanda tidak suka nya Jelek bnget anjirr,kok skarang ada tanda tidak suka nya jelek bnget anjirr,kok sekarang ada tanda tidak suka ya jelek banget anjir,"['kok', 'sekarang', 'ada', 'tanda', 'tidak', 'suka', 'ya', 'jelek', 'banget', 'anjir']","['tanda', 'suka', 'ya', 'jelek', 'banget', 'anjir']",tanda suka ya jelek banget anjir,Positif
2024-12-14 20:33:40,Bela Bela,5,sangat bagus dan sangat membantu dan bisa membayar lumayan buat tabungan,sangat bagus dan sangat membantu dan bisa membayar lumayan buat tabungan,sangat bagus dan sangat membantu dan bisa membayar lumayan buat tabungan,sangat bagus dan sangat membantu dan bisa membayar lumayan buat tabungan,"['sangat', 'bagus', 'dan', 'sangat', 'membantu', 'dan', 'bisa', 'membayar', 'lumayan', 'buat', 'tabungan']","['bagus', 'membantu', 'membayar', 'lumayan', 'tabungan']",bagus bantu bayar lumayan tabung,Positif
2024-12-14 20:32:48,Adelia Yetika,1,BUG ANYING,BUG ANYING,bug anying,bug anying,"['bug', 'anying']","['bug', 'anying']",bug anying,Negative
2024-12-14 20:32:36,Nur Windaa,1,aplikasi cukup baguss tapii saya kesall sedikit setiap saya download lama kelamaan aplikasi tiktok gak bisa di buka loadingnya lamaa udahh berkali kali download hapuss mohon tiktok bantuannyaaa,aplikasi cukup baguss tapii saya kesall sedikit setiap saya download lama kelamaan aplikasi tiktok gak bisa di buka loadingnya lamaa udahh berkali kali download hapuss mohon tiktok bantuannyaaa,aplikasi cukup baguss tapii saya kesall sedikit setiap saya download lama kelamaan aplikasi tiktok gak bisa di buka loadingnya lamaa udahh berkali kali download hapuss mohon tiktok bantuannyaaa,aplikasi cukup bagus tapi saya kesall sedikit setiap saya download lama kelamaan aplikasi tiktok tidak bisa di buka loadingnya lamaa sudah berkali kali download hapuss mohon tiktok bantuannyaaa,"['aplikasi', 'cukup', 'bagus', 'tapi', 'saya', 'kesall', 'sedikit', 'setiap', 'saya', 'download', 'lama', 'kelamaan', 'aplikasi', 'tiktok', 'tidak', 'bisa', 'di', 'buka', 'loadingnya', 'lamaa', 'sudah', 'berkali', 'kali', 'download', 'hapuss', 'mohon', 'tiktok', 'bantuannyaaa']","['aplikasi', 'bagus', 'kesall', 'download', 'aplikasi', 'tiktok', 'buka', 'loadingnya', 'lamaa', 'berkali', 'kali', 'download', 'hapuss', 'mohon', 'tiktok', 'bantuannyaaa']",aplikasi bagus kesall download aplikasi tiktok buka loadingnya lamaa kali kali download hapuss mohon tiktok bantuannyaaa,Negative
2024-12-14 20:30:45,enda jlexs,5,Ok ok aja,Ok ok aja,ok ok aja,ok ok saja,"['ok', 'ok', 'saja']","['ok', 'ok']",ok ok,Positif
2024-12-14 20:30:02,Google G,5,Bagus aplikasi ini,Bagus aplikasi ini,bagus aplikasi ini,bagus aplikasi ini,"['bagus', 'aplikasi', 'ini']","['bagus', 'aplikasi']",bagus aplikasi,Negative
2024-12-14 20:29:45,Abdul Rahman,5,seru banget,seru banget,seru banget,seru banget,"['seru', 'banget']","['seru', 'banget']",seru banget,Positif
2024-12-14 20:29:27,Adidas Par,5,Saya sangat suka dan sangat membantu,Saya sangat suka dan sangat membantu,saya sangat suka dan sangat membantu,saya sangat suka dan sangat membantu,"['saya', 'sangat', 'suka', 'dan', 'sangat', 'membantu']","['suka', 'membantu']",suka bantu,Positif
2024-12-14 20:29:15,andry andry,5,Semakin bagus,Semakin bagus,semakin bagus,semakin bagus,"['semakin', 'bagus']",['bagus'],bagus,Negative
2024-12-14 20:29:02,Oka Mahendra,5,Memudah kan kita menambah wawasan,Memudah kan kita menambah wawasan,memudah kan kita menambah wawasan,memudah kan kita menambah wawasan,"['memudah', 'kan', 'kita', 'menambah', 'wawasan']","['memudah', 'menambah', 'wawasan']",mudah tambah wawas,Positif
2024-12-14 20:28:17,Marsya dea Saputri,5,Tolong kalok anak di umur 9 tahun boleh daftar,Tolong kalok anak di umur  tahun boleh daftar,tolong kalok anak di umur  tahun boleh daftar,tolong kalau anak di umur tahun boleh daftar,"['tolong', 'kalau', 'anak', 'di', 'umur', 'tahun', 'boleh', 'daftar']","['tolong', 'anak', 'umur', 'daftar']",tolong anak umur daftar,Negative
2024-12-14 20:26:52,asmui 123,5,baguss dan cocok buat saya yang lagi gabutt bisa skrol sampai bosann 👍👍👍👍👍👎👎👎👎👎👎👎👎👎👎👍👍👍👍👍👍👍👍👍👍👍👍👎👎👎👎👎👎👎👍👍👍👍👍👍👍👍👍👍👍👍👎👎👎👎👎👎👎👍👍👍👍👍👍👍👍👍👍👍👎👎👎👍👍👍👎👎👎👎👍👍👍👎👎👍👎👏👎👍👎👍👎👍👎👎,baguss dan cocok buat saya yang lagi gabutt bisa skrol sampai bosann ,baguss dan cocok buat saya yang lagi gabutt bisa skrol sampai bosann ,bagus dan cocok buat saya yang lagi gabutt bisa skrol sampai bosann,"['bagus', 'dan', 'cocok', 'buat', 'saya', 'yang', 'lagi', 'gabutt', 'bisa', 'skrol', 'sampai', 'bosann']","['bagus', 'cocok', 'gabutt', 'skrol', 'bosann']",bagus cocok gabutt skrol bosann,Positif
2024-12-14 20:25:58,Shintia Julihar,2,"Kok nih apk sering banget sih g bisa dibuka?bahkan kalau mau dbuka harus hapus, download tiktok lagi baru bisa kebuka 😭",Kok nih apk sering banget sih g bisa dibukabahkan kalau mau dbuka harus hapus download tiktok lagi baru bisa kebuka ,kok nih apk sering banget sih g bisa dibukabahkan kalau mau dbuka harus hapus download tiktok lagi baru bisa kebuka ,kok nih apk sering banget sih tidak bisa dibukabahkan kalau mau dbuka harus hapus download tiktok lagi baru bisa kebuka,"['kok', 'nih', 'apk', 'sering', 'banget', 'sih', 'tidak', 'bisa', 'dibukabahkan', 'kalau', 'mau', 'dbuka', 'harus', 'hapus', 'download', 'tiktok', 'lagi', 'baru', 'bisa', 'kebuka']","['nih', 'apk', 'banget', 'sih', 'dibukabahkan', 'dbuka', 'hapus', 'download', 'tiktok', 'kebuka']",nih apk banget sih dibukabahkan dbuka hapus download tiktok buka,Negative
2024-12-14 20:25:37,Lupus420,1,"Akun saya tidak ada fitur live obrolan suara, padahal sudah beberapa kali update, tolong respon nya",Akun saya tidak ada fitur live obrolan suara padahal sudah beberapa kali update tolong respon nya,akun saya tidak ada fitur live obrolan suara padahal sudah beberapa kali update tolong respon nya,akun saya tidak ada fitur live obrolan suara padahal sudah beberapa kali update tolong respon ya,"['akun', 'saya', 'tidak', 'ada', 'fitur', 'live', 'obrolan', 'suara', 'padahal', 'sudah', 'beberapa', 'kali', 'update', 'tolong', 'respon', 'ya']","['akun', 'fitur', 'live', 'obrolan', 'suara', 'kali', 'update', 'tolong', 'respon', 'ya']",akun fitur live obrol suara kali update tolong respon ya,Positif
2024-12-14 20:25:21,Raisha Mahira,1,Saya sudah uptade tetapi tidak bisa ganti nama di akun orang lain contoh di akun oshi saya muthejkt48,Saya sudah uptade tetapi tidak bisa ganti nama di akun orang lain contoh di akun oshi saya muthejkt,saya sudah uptade tetapi tidak bisa ganti nama di akun orang lain contoh di akun oshi saya muthejkt,saya sudah uptade tetapi tidak bisa ganti nama di akun orang lain contoh di akun oshi saya muthejkt,"['saya', 'sudah', 'uptade', 'tetapi', 'tidak', 'bisa', 'ganti', 'nama', 'di', 'akun', 'orang', 'lain', 'contoh', 'di', 'akun', 'oshi', 'saya', 'muthejkt']","['uptade', 'ganti', 'nama', 'akun', 'orang', 'contoh', 'akun', 'oshi', 'muthejkt']",uptade ganti nama akun orang contoh akun oshi muthejkt,Positif
2024-12-14 20:24:16,dany speed,5,terbaik,terbaik,terbaik,terbaik,['terbaik'],['terbaik'],baik,Negative
2024-12-14 20:24:00,Ahmad Ciamis,5,Baguss dan seruu,Baguss dan seruu,baguss dan seruu,bagus dan seru,"['bagus', 'dan', 'seru']","['bagus', 'seru']",bagus seru,Positif
